t_index	term	df
5020	handwritten	4
5021	hang	23
5022	hangar	4
5023	hankey	1
5024	hanoi	39
5025	hanov	1
5026	hantuchova	6
5027	hap	1
5028	haphazard	1
5029	happen	129
5030	happi	36
5031	happier	4
5032	happiest	3
5033	happili	1
5034	harakiri	1
5035	haraldseid	1
5036	harass	5
5037	harbor	99
5038	harborsid	1
5039	harbour	1
5040	harburi	3
5041	hard	79
5042	hardbal	1
5043	hardcourt	3
5044	hardedg	1
5045	harden	4
5046	harder	10
5047	harderlin	1
5048	hardest	16
5049	hardestfought	1
5050	hardesthit	5
5051	hardfought	1
5052	hardhit	7
5053	hardi	2
5054	hardlin	4
5055	hardship	6
5056	hardwar	1
5057	haren	13
5058	harerb	1
5059	harin	1
5060	harjivan	3
5061	harlem	1
5062	harley	1
5063	harm	8
5064	harmless	1
5065	harold	14
5066	harp	1
5067	harper	19
5068	harpoon	1
5069	harri	5
5070	harrison	2
5071	harrow	1
5072	harsh	16
5073	harshli	3
5074	hart	5
5075	harvard	2
5076	harvest	1
5077	harvey	1
5078	hashim	1
5079	hasid	3
5080	hasnt	22
5081	hass	1
5082	hassl	1
5083	hast	3
5084	hasten	1
5085	hastert	5
5086	hasti	2
5087	hastili	4
5088	hat	5
5089	hatch	24
5090	hate	6
5091	hatefil	2
5092	hatim	1
5093	hatr	8
5094	haul	6
5095	haunt	8
5096	haut	1
5097	havana	1
5098	haven	17
5099	havent	32
5100	havetohav	1
5101	haviar	2
5102	havoc	3
5103	haw	6
5104	hawaii	10
5105	hawk	2
5106	hawkin	25
5107	hawknos	1
5108	hawley	1
5109	hayat	2
5110	hazard	1
5111	head	204
5112	headach	2
5113	headband	4
5114	headdress	1
5115	headi	2
5116	headlight	1
5117	headlin	25
5118	headlinenewscom	2
5119	headmast	1
5120	headphon	1
5121	headquart	54
5122	headset	1
5123	headtohead	2
5124	headtoto	2
5125	headup	1
5126	headway	1
5127	heal	15
5128	heali	1
5129	health	72
5130	healthcar	1
5131	healthfood	1
5132	healthi	9
5133	heap	11
5134	hear	85
5135	heard	83
5136	heardnb	1
5137	hears	7
5138	hearst	9
5139	heart	42
5140	heartbeat	2
5141	heartbreak	2
5142	hearten	2
5143	heartfelt	3
5144	heat	28
5145	heath	2
5146	heattrap	1
5147	heaven	2
5148	heavi	56
5149	heaviest	2
5150	heavili	31
5151	heavilyarm	1
5152	heavylift	9
5153	heavyweight	6
5154	heck	1
5155	hedg	2
5156	heed	9
5157	heel	4
5158	hefe	1
5159	hegemoni	2
5160	heidi	2
5161	height	9
5162	heighten	29
5163	heir	9
5164	heiress	5
5165	heist	4
5166	heitkamp	2
5167	held	163
5168	helena	1
5169	helicopt	26
5170	hell	15
5171	helm	1
5172	helmet	11
5173	help	133
5174	helper	2
5175	helpless	4
5176	helplessli	1
5177	helpnow	2
5178	hem	1
5179	hemispher	4
5180	hen	1
5181	henderson	1
5182	henhous	1
5183	henin	3
5184	henman	12
5185	henri	35
5186	henrieta	3
5187	herald	6
5188	heraldmail	1
5189	herb	2
5190	herbert	1
5191	herculean	1
5192	herd	5
5193	heremani	1
5194	heritag	2
5195	hermann	1
5196	hernandez	5
5197	hernando	3
5198	hero	15
5199	heroic	8
5200	heroism	1
5201	herwig	1
5202	herzegovina	1
5203	hesit	6
5204	hetal	2
5205	heuberg	1
5206	hewitt	7
5207	hey	5
5208	hezbollah	4
5209	hiatu	2
5210	hiccup	1
5211	hicham	6
5212	hichim	1
5213	hickl	1
5214	hidden	5
5215	hide	53
5216	hideout	6
5217	hien	1
5218	high	2
5219	higherlevel	1
5220	higherrank	1
5221	highestprofil	1
5222	highexplos	3
5223	highfli	1
5224	highgrad	1
5225	highhand	1
5226	highland	3
5227	highlevel	7
5228	highli	37
5229	highlight	11
5230	highmax	1
5231	highpoint	1
5232	highpow	3
5233	highprofil	6
5234	highrank	9
5235	highris	8
5236	highsecur	6
5237	highspe	26
5238	highstak	2
5239	hightech	8
5240	highthreat	2
5241	highway	19
5242	hijazi	1
5243	hike	2
5244	hill	32
5245	hillari	59
5246	hilli	6
5247	hillsboro	1
5248	hillsid	18
5249	hilton	2
5250	hinder	2
5251	hindi	1
5252	hindsight	3
5253	hindu	8
5254	hing	6
5255	hingi	40
5256	hingisrazzano	1
5257	hingissel	1
5258	hint	10
5259	hinterland	3
5260	hip	2
5261	hirashima	3
5262	hire	11
5263	hiro	5
5264	hiromi	1
5265	hisashi	2
5266	hisham	1
5267	hispan	8
5268	histor	30
5269	histori	95
5270	historian	7
5271	historymak	3
5272	hit	114
5273	hitech	1
5274	hitler	2
5275	hitter	1
5276	hiv	1
5277	hive	1
5278	hm	1
5279	hmm	1
5280	hmo	2
5281	ho	25
5282	hoan	2
5283	hobbl	2
5284	hobe	1
5285	hobnob	1
5286	hodeidah	2
5287	hoe	4
5288	hoeven	1
5289	hoey	1
5290	hoffman	4
5291	holbrook	1
5292	hold	141
5293	holden	3
5294	holder	4
5295	holdov	1
5296	holdup	9
5297	hole	136
5298	holf	1
5299	holi	22
5300	holiday	26
5301	holiest	2
5302	hollow	1
5303	hollywood	5
5304	holtz	1
5305	homag	1
5306	homback	1
5307	home	55
5308	homebas	2
5309	homecom	6
5310	homegrown	3
5311	homeland	25
5312	homeless	23
5313	homemad	4
5314	homemak	2
5315	homeown	1
5316	homeport	7
5317	homestead	2
5318	hometown	16
5319	homework	1
5320	homicid	1
5321	homili	1
5322	hondura	9
5323	honduran	6
5324	honest	13
5325	honesti	5
5326	honestli	5
5327	honey	1
5328	honeycolor	1
5329	honeymoon	1
5330	hong	1
5331	honk	4
5332	honolulu	1
5333	honor	58
5334	honorif	1
5335	hoogenboom	1
5336	hook	1
5337	hooper	1
5338	hoopla	1
5339	hop	8
5340	hope	216
5341	horiuchi	2
5342	horizon	5
5343	horn	12
5344	horner	1
5345	horrend	3
5346	horribl	8
5347	horrif	6
5348	horrifi	5
5349	horror	3
5350	hors	6
5351	horsch	1
5352	horseback	3
5353	horsepow	1
5354	hose	9
5355	hosni	6
5356	hospit	88
5357	hoss	1
5358	host	22
5359	hostag	29
5360	hostagetak	2
5361	hostil	15
5362	hostnat	3
5363	hot	13
5364	hotb	2
5365	hotbutton	1
5366	hotel	69
5367	hoteol	1
5368	hothead	2
5369	hotli	9
5370	hound	2
5371	houphouetboigni	6
5372	hour	272
5373	hourbyhour	1
5374	houri	1
5375	hourli	1
5376	hourlong	3
5377	hous	293
5378	household	3
5379	housekeep	1
5380	housew	2
5381	housewif	1
5382	houston	11
5383	houstonbas	1
5384	hover	6
5385	howard	14
5386	hrbati	16
5387	httptravelstategov	1
5388	httptravelstategovtravelwarningshtml	1
5389	httptravelstategovwherehtml	1
5390	httpwwwadraorg	1
5391	httpwwwajwsorg	1
5392	httpwwwbiwcom	1
5393	httpwwwbnaibrithorg	1
5394	httpwwwbondjumpercom	1
5395	httpwwwcareorg	1
5396	httpwwwcarnahancom	4
5397	httpwwwcatholicrelieforg	1
5398	httpwwwcentcommil	2
5399	httpwwwcentcommilcomponentsnavcentpagehtm	2
5400	httpwwwchinfonavymilnavpalibnewsnewsstoriescolehtml	4
5401	httpwwwchristianchildrensfundorg	1
5402	httpwwwchurchworldserviceorg	1
5403	httpwwwcomiamidadeflusfirerescu	1
5404	httpwwwconcernusaorg	1
5405	httpwwwcrwrcorg	1
5406	httpwwwdefenselinkmil	1
5407	httpwwwdefenselinkmilnewsoctbbthtml	1
5408	httpwwwdirectrelieforg	1
5409	httpwwwdoctorswithoutbordersorg	1
5410	httpwwwdticmildpmo	2
5411	httpwwwdticmildpmopmseastatisticalreportshtm	2
5412	httpwwweucommiloperationsonwindexhtm	1
5413	httpwwwfhorg	1
5414	httpwwwfreepeltierorg	2
5415	httpwwwgbgmumcorg	1
5416	httpwwwgovstatem	5
5417	httpwwwgovstatemousbiohtm	1
5418	httpwwwhillaryorg	1
5419	httpwwwhousegovjudiciari	1
5420	httpwwwhqnavymilnatop	1
5421	httpwwwiamaworg	1
5422	httpwwwicblorg	1
5423	httpwwwincirlikafmil	1
5424	httpwwwinfousaidgov	1
5425	httpwwwirvingpdcom	9
5426	httpwwwjdcorg	1
5427	httpwwwjohnashcroftcom	3
5428	httpwwwjohnashcroftorg	1
5429	httpwwwkktvcom	1
5430	httpwwwlaziocom	1
5431	httpwwwlwrorg	1
5432	httpwwwmaporg	1
5433	httpwwwnationalcopsorg	1
5434	httpwwwnavstanorvanavymil	1
5435	httpwwwnavymil	4
5436	httpwwwngaorgsubtocngahtm	4
5437	httpwwwnleomfcom	1
5438	httpwwwnoparolepeltiercom	2
5439	httpwwwodcigovciapublicationsfactbookgeosvmhtml	4
5440	httpwwwohtno	1
5441	httpwwwohtnofleetindexhtml	1
5442	httpwwwopusaorg	1
5443	httpwwwoxfamamericaorg	1
5444	httpwwwpeacetreesvietnamorgdefaulthtm	1
5445	httpwwwredcrossorg	1
5446	httpwwwspearnavymilshipsddg	7
5447	httpwwwstategov	3
5448	httpwwwstategovwwwregionsneacountrycpyemenhtml	1
5449	httpwwwtdcjstatetxu	12
5450	httpwwwtdcjstatetxusindexhtm	1
5451	httpwwwunorgdeptsdpkomineundocsbantrtyhtm	1
5452	httpwwwusaorthembassyjtffahtm	2
5453	httpwwwusdojgov	1
5454	httpwwwuwintorg	1
5455	httpwwwworldconcernorg	1
5456	httpwwwworldrelieforg	1
5457	httpwwwworldvisionorg	1
5458	huaman	2
5459	huang	1
5460	hub	4
5461	hubbard	1
5462	hubbel	8
5463	hubbl	1
5464	huber	2
5465	hubert	5
5466	huckabe	1
5467	huddl	7
5468	hudson	2
5469	hue	1
5470	huff	1
5471	huffington	3
5472	huffman	1
5473	hug	14
5474	huge	77
5475	hugh	2
5476	hugo	1
5477	huh	3
5478	hulk	2
5479	hull	77
5480	hullryd	1
5481	human	60
5482	humanitarian	31
5483	humbl	7
5484	humbler	1
5485	humid	3
5486	humil	2
5487	humili	10
5488	humor	2
5489	humphrey	2
5490	hunch	2
5491	hundr	105
5492	hung	12
5493	hungari	3
5494	hunger	4
5495	hungri	11
5496	hunt	23
5497	hunta	1
5498	hunter	11
5499	huntsvil	1
5500	hurdl	4
5501	hurl	8
5502	hurrah	1
5503	hurri	4
5504	hurrican	6
5505	hurt	37
5506	hurtado	1
5507	husarova	2
5508	husband	72
5509	hush	1
5510	huski	2
5511	hussain	1
5512	hussan	1
5513	hussein	8
5514	hussian	1
5515	hut	1
5516	hutchinson	2
5517	hutchison	5
5518	hw	3
5519	hwa	1
5520	hyderabad	3
5521	hydra	1
5522	hyena	2
5523	hygien	1
5524	hymlek	1
5525	hymn	4
5526	hype	3
5527	hyperinfl	7
5528	hypothermia	2
5529	hypothet	6
5530	hyster	2
5531	hysteria	1
5532	hz	1
5533	i	1
5534	ian	4
5535	iant	1
5536	iberoamerican	5
5537	ibrahim	2
5538	ice	3
5539	iceberg	1
5540	icg	1
5541	ick	2
5542	icn	1
5543	icon	5
5544	id	1
5545	ida	2
5546	idaho	3
5547	idea	41
5548	ideal	12
5549	ident	31
5550	identif	23
5551	identifi	96
5552	ideolog	10
5553	ideologu	1
5554	idyl	3
5555	ignacio	4
5556	ignit	1
5557	ignomini	4
5558	ignor	13
5559	igor	26
5560	ii	27
5561	iiera	5
5562	iii	9
5563	il	3
5564	ili	4
5565	ilic	2
5566	ilija	1
5567	ilk	1
5568	ill	47
5569	illadvis	1
5570	illconsid	1
5571	illeg	44
5572	illegitim	7
5573	illfat	1
5574	illicit	10
5575	illinoi	5
5576	illprepar	1
5577	illumin	1
5578	illus	3
5579	illustr	9
5580	illustri	2
5581	ilya	9
5582	imag	28
5583	imagin	28
5584	imam	2
5585	imbal	1
5586	imbu	1
5587	imf	2
5588	imlegitim	1
5589	immacul	1
5590	immens	3
5591	immers	1
5592	immigr	29
5593	immin	5
5594	immobil	2
5595	immor	1
5596	immun	2
5597	imp	1
5598	impact	33
5599	imparti	5
5600	impass	6
5601	impati	3
5602	impeach	21
5603	impecc	2
5604	imped	3
5605	impedi	1
5606	impeech	1
5607	impend	3
5608	impenetr	1
5609	imper	1
5610	impercept	1
5611	imperfect	2
5612	imperi	2
5613	imperialist	4
5614	imperson	3
5615	impetu	2
5616	impich	1
5617	implement	10
5618	impli	5
5619	implic	14
5620	implicit	2
5621	implod	1
5622	implor	2
5623	imponder	1
5624	import	6
5625	importantli	2
5626	importexport	1
5627	impos	31
5628	imposs	37
5629	impot	1
5630	impoverish	17
5631	impract	1
5632	impress	18
5633	imprimatur	1
5634	imprison	12
5635	improb	3
5636	impromptu	2
5637	improp	3
5638	improperli	1
5639	improprieti	1
5640	improv	59
5641	improvis	3
5642	impuls	2
5643	impun	4
5644	inabl	9
5645	inaccess	3
5646	inaccur	4
5647	inact	1
5648	inadequ	7
5649	inadequaci	1
5650	inadvert	1
5651	inappropri	9
5652	inaugur	26
5653	incap	2
5654	incapac	15
5655	incarcer	4
5656	incas	1
5657	incens	3
5658	incent	5
5659	incerlik	1
5660	inch	16
5661	inchon	1
5662	incid	47
5663	incident	1
5664	incirlik	2
5665	incit	7
5666	inclin	4
5667	includ	264
5668	inclus	4
5669	incom	13
5670	incompat	2
5671	incompet	1
5672	incomplet	6
5673	incomprehens	1
5674	inconceiv	2
5675	inconclus	3
5676	incorrect	2
5677	incorrectli	1
5678	incountri	1
5679	increas	42
5680	increasingli	30
5681	incred	19
5682	incredul	1
5683	incrimin	3
5684	incub	1
5685	incumb	30
5686	ind	2
5687	indecis	3
5688	indefens	1
5689	indefinit	14
5690	independ	96
5691	indepth	1
5692	india	68
5693	indian	49
5694	indiana	5
5695	indianamerican	1
5696	indic	30
5697	indict	47
5698	indiffer	2
5699	indign	7
5700	indirect	1
5701	indirectli	4
5702	indiscret	1
5703	indispens	1
5704	indit	3
5705	individu	35
5706	indoamerican	1
5707	indochina	2
5708	indonesia	9
5709	indonesian	1
5710	indoor	6
5711	induc	2
5712	induct	1
5713	inducte	1
5714	indulg	1
5715	industri	28
5716	ineffect	5
5717	ineffectu	2
5718	ineffici	2
5719	inelig	1
5720	inequ	1
5721	inescap	2
5722	inevit	15
5723	inexcus	2
5724	inexpens	1
5725	inexplic	1
5726	infam	2
5727	infanc	1
5728	infant	8
5729	infect	6
5730	infest	2
5731	infight	3
5732	infiltr	10
5733	inflam	4
5734	inflamm	2
5735	inflat	19
5736	inflict	14
5737	influenc	46
5738	influencepeddl	2
5739	influenti	8
5740	influx	1
5741	inform	20
5742	infrastructur	3
5743	infuri	3
5744	ing	2
5745	ingal	3
5746	ingenu	1
5747	ingest	2
5748	inhabit	7
5749	inherit	4
5750	inhibit	2
5751	inim	1
5752	iniquit	1
5753	initi	93
5754	inject	8
5755	injur	159
5756	injuri	63
5757	injustic	2
5758	ink	1
5759	inkl	3
5760	inland	1
5761	inlay	1
5762	inmat	41
5763	inn	5
5764	innat	1
5765	innoc	30
5766	innocu	1
5767	innov	6
5768	innsbrook	2
5769	innumer	2
5770	inquir	1
5771	inquiri	30
5772	inquisit	3
5773	inquisitor	1
5774	insati	1
5775	insect	1
5776	insecur	1
5777	insepar	1
5778	insert	3
5779	insid	124
5780	insight	1
5781	insinu	1
5782	insist	91
5783	inspect	13
5784	inspector	13
5785	inspir	10
5786	inspit	1
5787	instabl	14
5788	instal	26
5789	instanc	16
5790	instant	4
5791	instantan	2
5792	instantli	15
5793	instil	1
5794	instinct	5
5795	institut	75
5796	institution	4
5797	instituto	1
5798	instruct	15
5799	instrument	11
5800	instrumentr	2
5801	insular	1
5802	insult	3
5803	insur	11
5804	insurg	17
5805	insurmount	1
5806	insurrect	3
5807	intact	6
5808	integr	6
5809	intellectu	5
5810	intellig	102
5811	intelligencegath	2
5812	intelligentia	1
5813	intend	49
5814	intens	29
5815	intensifi	15
5816	intent	33
5817	inter	1
5818	interact	2
5819	interamerican	1
5820	interced	3
5821	intercept	6
5822	intercontinent	1
5823	interdict	1
5824	interf	1
5825	interfax	8
5826	interfer	3
5827	interim	25
5828	interior	22
5829	intermediari	2
5830	intermingl	1
5831	intermitt	5
5832	intern	218
5833	internet	17
5834	internetstream	1
5835	interpret	8
5836	interraci	1
5837	interrog	16
5838	interrupt	13
5839	intersect	4
5840	interst	2
5841	intertwin	3
5842	interv	1
5843	interven	17
5844	intervent	14
5845	interview	120
5846	intifada	1
5847	intim	1
5848	intimid	7
5849	intoler	2
5850	intox	6
5851	intransit	1
5852	intric	2
5853	intricaci	1
5854	intrigu	5
5855	introduc	14
5856	introduct	2
5857	introductori	1
5858	introspect	1
5859	intrus	1
5860	intyr	2
5861	inund	2
5862	invad	2
5863	invalid	7
5864	invas	5
5865	invent	7
5866	invertedv	1
5867	invest	34
5868	investbanka	1
5869	investig	279
5870	investigat	1
5871	investor	16
5872	invigor	1
5873	invinc	2
5874	inviol	1
5875	invit	26
5876	invok	1
5877	involv	137
5878	iowa	11
5879	ipd	1
5880	ira	3
5881	iran	15
5882	irancontra	1
5883	iranian	3
5884	iranianback	2
5885	iraniraq	2
5886	iraq	24
5887	iraqi	7
5888	iraqiran	1
5889	irina	2
5890	irish	1
5891	iron	17
5892	ironfist	14
5893	ironi	1
5894	irrat	1
5895	irregular	17
5896	irrelev	2
5897	irrespons	3
5898	irrevers	4
5899	irrevoc	2
5900	irrit	1
5901	irv	24
5902	isabela	1
5903	ise	1
5904	isff	1
5905	isham	2
5906	isl	1
5907	islam	67
5908	islamabad	4
5909	islamicmilit	1
5910	islamist	1
5911	island	23
5912	islyki	1
5913	ismael	3
5914	isnt	16
5915	isol	34
5916	isolationist	1
5917	isra	40
5918	israel	72
5919	israeliegyptian	1
5920	israelipalestinian	9
5921	israelpalestinian	1
5922	issu	161
5923	issuanc	3
5924	istanbul	1
5925	itali	11
5926	italian	5
5927	itartass	4
5928	itch	2
5929	item	7
5930	itf	1
5931	ithaca	2
5932	itiner	1
5933	itinerari	4
5934	itll	2
5935	itogi	2
5936	iv	1
5937	iva	6
5938	ivan	4
5939	ivanak	1
5940	ivanov	20
5941	ivashkov	1
5942	ive	56
5943	ivo	1
5944	ivoirian	6
5945	ivoirit	2
5946	ivon	2
5947	ivori	51
5948	ivorian	24
5949	ivorianborn	3
5950	iwo	2
5951	izetbegov	1
5952	ja	1
5953	jaar	2
5954	jack	20
5955	jacket	6
5956	jackhamm	2
5957	jacki	4
5958	jackson	4
5959	jacksonvil	2
5960	jacob	1
5961	jacobson	1
5962	jacqu	7
5963	jag	8
5964	jagdishthandra	1
5965	jagland	3
5966	jai	1
5967	jail	55
5968	jailbreak	1
5969	jaim	5
5970	jaisalm	1
5971	jakarta	1
5972	jake	25
5973	jalpataua	5
5974	jam	13
5975	jamal	6
5976	jambiya	1
5977	jame	56
5978	jami	2
5979	jan	42
5980	jana	1
5981	janata	3
5982	jane	9
5983	janel	1
5984	janet	16
5985	janett	2
5986	jang	2
5987	jangonibi	1
5988	janiss	3
5989	janitor	1
5990	jankov	1
5991	januari	22
5992	japan	64
5993	japanes	36
5994	jarcob	1
5995	jason	1
5996	jauntier	1
5997	javier	7
5998	jay	3
5999	jayantil	1
6000	jayn	5
6001	jayshre	1
6002	jaysukhlalani	1
6003	jazera	1
6004	jd	1
6005	jealous	1
6006	jean	50
6007	jeanbaptist	1
6008	jeann	1
6009	jeanni	2
6010	jeanpierr	2
6011	jeanren	2
6012	jeanyv	1
6013	jeb	2
6014	jeep	11
6015	jeevan	1
6016	jeff	4
6017	jefferson	15
6018	jefford	2
6019	jehangir	1
6020	jelena	8
6021	jen	4
6022	jenna	2
6023	jenni	1
6024	jennif	44
6025	jeopard	1
6026	jeopardi	2
6027	jerica	1
6028	jerk	1
6029	jerom	3
6030	jerri	9
6031	jerrold	1
6032	jerryrig	1
6033	jersey	19
6034	jerudong	1
6035	jerusalem	10
6036	jess	2
6037	jessi	2
6038	jesu	2
6039	jet	19
6040	jethwa	1
6041	jew	5
6042	jewel	1
6043	jewelri	3
6044	jewish	12
6045	jhonni	1
6046	jiang	7
6047	jiddah	1
6048	jig	1
6049	jihad	20
6050	jihadi	1
6051	jihadist	2
6052	jim	51
6053	jima	2
6054	jimen	1
6055	jimmi	10
6056	jingqian	1
6057	jiri	11
6058	jiten	1
6059	jitsukawa	1
6060	jo	9
6061	joachim	1
6062	joan	4
6063	job	102
6064	jobe	1
6065	jobless	2
6066	jobrel	1
6067	jochamowitz	2
6068	jockey	1
6069	jocular	1
6070	jodi	3
6071	joe	5
6072	joel	1
6073	joerg	1
6074	jog	1
6075	johann	1
6076	johansson	3
6077	john	135
6078	johnn	1
6079	johnni	1
6080	johnson	14
6081	join	117
6082	joint	31
6083	jointli	1
6084	joke	16
6085	jolt	8
6086	jon	14
6087	jonathan	12
6088	jone	13
6089	jong	2
6090	jordan	11
6091	jordanian	4
6092	jorg	3
6093	joschka	2
6094	jose	16
6095	joseph	43
6096	josh	1
6097	joshi	1
6098	joshua	3
6099	josip	1
6100	jospin	1
6101	jostl	2
6102	journalist	37
6103	journey	19
6104	journeyni	1
6105	joust	2
6106	jovanov	1
6107	jovic	1
6108	joy	12
6109	joyou	4
6110	joyous	1
6111	joyrid	1
6112	joytosna	3
6113	jr	26
6114	jrm	1
6115	juan	17
6116	juana	1
6117	juarez	1
6118	jubil	13
6119	judd	4
6120	judg	63
6121	judgement	1
6122	judgeship	1
6123	judgment	9
6124	judi	3
6125	judici	24
6126	judiciari	12
6127	judith	4
6128	juelusspeak	1
6129	jug	1
6130	juggler	1
6131	jugic	1
6132	jukic	1
6133	jul	1
6134	juli	60
6135	julio	4
6136	jumbl	2
6137	jump	17
6138	jumper	1
6139	jumpstart	1
6140	junction	1
6141	june	41
6142	jungl	1
6143	junior	9
6144	junk	10
6145	junta	22
6146	juntaback	6
6147	jurenovich	3
6148	jurgua	1
6149	juri	12
6150	jurisdict	2
6151	jurisprud	1
6152	jurist	1
6153	juror	2
6154	juryrig	2
6155	justic	101
6156	justif	5
6157	justifi	12
6158	justin	7
6159	kafelnikov	29
6160	kaffu	1
6161	kahn	4
6162	kalamazoo	2
6163	kalashnikov	2
6164	kalemegdan	1
6165	kalmen	1
6166	kaluga	1
6167	kamarau	1
6168	kamikaz	3
6169	kamisar	1
6170	kan	3
6171	kandahar	3
6172	kansa	14
6173	kansara	1
6174	karachi	3
6175	karadich	1
6176	karadjordjev	1
6177	karadz	3
6178	karamo	1
6179	karat	1
6180	karen	1
6181	karim	1
6182	karin	2
6183	karisma	1
6184	karita	1
6185	karl	2
6186	karol	3
6187	karuth	1
6188	kashmir	2
6189	kasich	1
6190	kasra	1
6191	katarina	1
6192	kathi	1
6193	kathia	3
6194	kathleen	4
6195	kati	3
6196	katmandu	1
6197	katzenbach	1
6198	kay	5
6199	kcep	3
6200	kearney	1
6201	keedysvil	1
6202	keel	7
6203	keeler	1
6204	keen	2
6205	keenwit	1
6206	keep	33
6207	keith	11
6208	kelli	2
6209	kemba	2
6210	kemp	4
6211	ken	7
6212	kendal	1
6213	kendel	1
6214	kenedi	19
6215	kennedi	22
6216	kenneth	22
6217	kenni	1
6218	kent	4
6219	kentucki	6
6220	kenya	39
6221	kenyan	2
6222	kenzo	3
6223	kera	1
6224	kerchief	1
6225	kerrey	1
6226	kerri	2
6227	keshubhai	4
6228	ketan	1
6229	kevin	6
6230	key	67
6231	keyboard	3
6232	keyston	2
6233	kft	1
6234	kgb	5
6235	kha	7
6236	khai	1
6237	khaldei	1
6238	khale	4
6239	khalifa	3
6240	khoan	1
6241	khobar	8
6242	khou	1
6243	khoutv	1
6244	ki	1
6245	kick	14
6246	kickback	6
6247	kid	9
6248	kidnap	31
6249	kidnapp	6
6250	kidney	6
6251	kiefer	4
6252	kieli	1
6253	kielli	1
6254	kill	431
6255	killer	21
6256	kilomet	3
6257	kim	20
6258	kin	2
6259	kind	17
6260	kinda	2
6261	kinder	1
6262	king	17
6263	kingdom	3
6264	kingsvil	1
6265	kinship	1
6266	kipper	1
6267	kirk	17
6268	kirti	1
6269	kiss	8
6270	kissimme	1
6271	kit	12
6272	kitchen	11
6273	kitkat	1
6274	kitti	2
6275	kktv	4
6276	kktvtv	1
6277	klebanov	9
6278	klempson	1
6279	kline	2
6280	klink	3
6281	kmov	5
6282	kn	3
6283	knack	2
6284	knee	2
6285	kneel	2
6286	knez	1
6287	knife	5
6288	knifeedg	1
6289	knippschild	1
6290	knive	4
6291	knock	28
6292	knockout	1
6293	knot	1
6294	know	13
6295	knowingli	1
6296	knowledg	16
6297	knoxvil	5
6298	kobe	1
6299	koch	1
6300	kofi	13
6301	kohl	2
6302	kohut	1
6303	kokilabehn	1
6304	koler	3
6305	koleskinov	1
6306	kolesnikov	13
6307	kollek	1
6308	kolubara	17
6309	kolubarska	1
6310	komasagua	1
6311	komers	2
6312	komsomolskaya	1
6313	konan	12
6314	kone	3
6315	kong	1
6316	konsensu	1
6317	korac	4
6318	koran	2
6319	korea	11
6320	korean	8
6321	koreanmad	1
6322	korhogo	8
6323	kornblum	1
6324	korton	1
6325	koryerov	1
6326	kosovar	3
6327	kosovo	47
6328	kosovoalbanian	1
6329	kosovor	1
6330	kosovska	1
6331	kostinitca	1
6332	kostolac	1
6333	kostrolot	1
6334	kostroma	1
6335	kostunica	103
6336	kothari	1
6337	kouassi	1
6338	kournikova	22
6339	kovac	1
6340	kovacev	4
6341	kragujevac	2
6342	kraljevo	1
6343	krall	1
6344	krasnaya	1
6345	kratochvil	2
6346	krauss	1
6347	kremlin	3
6348	krin	1
6349	krishna	1
6350	kristen	1
6351	kristi	1
6352	kristina	1
6353	krugel	2
6354	kubikov	1
6355	kucera	3
6356	kuchera	1
6357	kuerten	16
6358	kuerton	1
6359	kugel	1
6360	kuluada	1
6361	kumamoto	1
6362	kumbh	3
6363	kumsomolitz	1
6364	kuntal	3
6365	kurd	1
6366	kuroyedov	5
6367	kursk	55
6368	kursumlija	1
6369	kusatv	1
6370	kusi	1
6371	kutch	3
6372	kuwait	15
6373	kuwaiti	1
6374	kvashnin	1
6375	kyl	3
6376	kyushu	2
6377	la	33
6378	lab	8
6379	label	7
6380	labor	23
6381	laboratori	12
6382	labori	1
6383	labu	1
6384	lac	1
6385	lace	3
6386	lacey	1
6387	lacina	1
6388	lack	46
6389	lackey	3
6390	lacki	1
6391	ladder	5
6392	laden	87
6393	ladeninspir	1
6394	ladi	32
6395	lae	1
6396	lafayett	2
6397	lag	3
6398	lahat	1
6399	lahej	5
6400	lahiri	1
6401	laid	16
6402	laidback	1
6403	laidout	1
6404	lain	2
6405	lair	1
6406	lake	6
6407	lakeina	2
6408	lakiba	2
6409	lakshmi	3
6410	lal	1
6411	lam	4
6412	lamb	1
6413	lambast	1
6414	lambent	1
6415	lambert	2
6416	lameduck	2
6417	lament	3
6418	lamont	1
6419	lamp	2
6420	lan	2
6421	lancast	1
6422	lanchin	1
6423	land	53
6424	landlord	6
6425	landmark	6
6426	landmin	1
6427	landown	1
6428	landscap	3
6429	landslid	42
6430	landstuhl	21
6431	lane	3
6432	lang	1
6433	langdon	1
6434	langhorn	1
6435	langston	1
6436	languag	16
6437	languish	2
6438	lans	1
6439	lanviara	1
6440	lao	4
6441	lap	2
6442	lapdog	1
6443	lapel	3
6444	lapentti	1
6445	laps	16
6446	laquawensa	1
6447	lar	3
6448	lara	5
6449	lard	1
6450	larger	31
6451	largerthanlif	2
6452	largescal	3
6453	largess	1
6454	largest	78
6455	laron	1
6456	larri	34
6457	larson	3
6458	lasal	1
6459	laser	2
6460	lash	5
6461	last	14
6462	lastday	1
6463	lastdayinoffic	1
